map_id,map_user_id,map_topic_id,map_folder_id,map_read_time,map_user_active,map_user_banned,map_has_unread,map_is_starter,map_ignore_notification,map_last_topic_reply
3132,2871,1562,myconvo,,TRUE,FALSE,TRUE,FALSE,FALSE,2013-02-24T01:16:20Z
1736,960,865,myconvo,2012-10-17T04:29:15Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-09-29T06:50:43Z
1737,945,865,myconvo,2012-09-29T12:28:09Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-09-29T06:50:43Z
1756,239,875,myconvo,2012-10-02T18:55:56Z,FALSE,FALSE,TRUE,FALSE,FALSE,2012-10-03T10:16:00Z
1738,317,866,myconvo,2012-10-03T19:48:35Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-09-28T21:20:04Z
1739,945,866,myconvo,2012-10-04T19:32:51Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-09-28T21:20:04Z
6496,2075,3238,myconvo,2015-03-22T04:07:48Z,FALSE,FALSE,FALSE,TRUE,FALSE,2015-03-22T04:07:47Z
1836,17,914,myconvo,2012-10-11T17:09:51Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-11T06:29:13Z
1976,130,984,myconvo,2012-11-25T20:36:29Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-24T03:02:05Z
1743,660,868,myconvo,2012-10-02T00:05:33Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-09-26T23:25:27Z
1842,1080,917,myconvo,2012-10-17T03:15:54Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-12T17:28:43Z
1752,945,873,myconvo,2012-09-27T15:15:54Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-09-27T15:15:52Z
6495,8133,3238,myconvo,2015-07-28T12:11:04Z,TRUE,FALSE,FALSE,FALSE,FALSE,2015-03-22T04:07:47Z
2913,53,1452,myconvo,2013-01-09T14:21:24Z,TRUE,FALSE,FALSE,TRUE,FALSE,2013-01-07T18:30:30Z
1748,960,871,myconvo,2012-10-08T21:36:32Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-09-29T06:49:15Z
1749,857,871,myconvo,2012-10-07T07:55:18Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-09-29T06:49:15Z
1835,317,913,myconvo,2012-10-12T02:12:56Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-11T23:43:46Z
1777,84,885,myconvo,2012-10-11T20:42:15Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-11T20:42:14Z
8812,7424,4382,myconvo,2016-02-25T05:11:10Z,TRUE,FALSE,TRUE,FALSE,FALSE,2016-02-25T05:33:35Z
1753,335,873,myconvo,2012-10-01T03:43:57Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-09-27T15:15:52Z
1754,188,874,myconvo,2012-10-04T05:24:38Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-04T05:24:37Z
1755,335,874,myconvo,2012-12-05T03:34:39Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-04T05:24:37Z
1757,958,875,myconvo,2012-10-18T13:03:54Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-03T10:16:00Z
1772,130,883,myconvo,2012-09-29T02:05:42Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-09-29T02:05:41Z
1758,158,876,myconvo,2014-11-18T21:45:01Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-04T09:18:50Z
1759,317,876,myconvo,2012-10-04T12:41:38Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-04T09:18:50Z
1760,191,877,myconvo,,TRUE,FALSE,TRUE,FALSE,FALSE,2012-09-27T17:44:47Z
1761,317,877,myconvo,2012-10-10T17:58:46Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-09-27T17:44:47Z
1764,317,879,myconvo,2012-09-28T02:15:05Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-09-28T02:10:04Z
1765,164,879,myconvo,2012-09-28T02:12:33Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-09-28T02:10:04Z
3527,3143,1757,myconvo,2013-12-16T08:35:53Z,FALSE,FALSE,FALSE,TRUE,FALSE,2013-06-25T20:23:49Z
3526,49,1757,myconvo,2013-06-25T20:23:50Z,TRUE,FALSE,FALSE,FALSE,FALSE,2013-06-25T20:23:49Z
2911,49,1451,myconvo,2013-01-07T05:00:32Z,FALSE,FALSE,FALSE,TRUE,FALSE,2013-01-07T05:00:32Z
2910,2027,1451,myconvo,2013-02-13T18:06:21Z,TRUE,FALSE,FALSE,FALSE,FALSE,2013-01-07T05:00:32Z
2932,188,1462,myconvo,2013-01-11T05:13:22Z,TRUE,FALSE,FALSE,FALSE,FALSE,2013-01-11T05:07:05Z
1774,35,884,myconvo,2012-09-30T20:32:26Z,FALSE,FALSE,TRUE,FALSE,FALSE,2012-10-01T20:02:38Z
1785,283,889,myconvo,2013-06-18T15:29:01Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-10-03T05:14:59Z
1819,861,906,myconvo,2013-06-25T03:14:55Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-10-10T20:47:35Z
2901,72,1446,myconvo,2015-10-13T11:20:10Z,TRUE,FALSE,FALSE,TRUE,FALSE,2013-01-13T17:06:04Z
1773,364,883,myconvo,2012-09-29T02:11:42Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-09-29T02:05:41Z
1775,8,884,myconvo,2012-10-02T07:57:46Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-01T20:02:38Z
1776,37,884,myconvo,2012-10-07T00:46:16Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-01T20:02:38Z
1778,960,885,myconvo,2012-10-12T00:32:07Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-10-11T20:42:14Z
1779,108,886,myconvo,,FALSE,FALSE,TRUE,FALSE,FALSE,2012-10-01T09:23:59Z
1780,8,886,myconvo,2012-10-30T06:41:03Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-01T09:23:59Z
1781,293,887,myconvo,2012-10-01T22:18:18Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-01T22:18:17Z
1782,130,887,myconvo,2012-10-01T22:19:07Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-10-01T22:18:17Z
3717,6113,1849,myconvo,2013-08-24T04:21:10Z,FALSE,FALSE,FALSE,TRUE,FALSE,2013-08-24T04:21:10Z
3716,6208,1849,myconvo,2013-08-24T11:59:58Z,TRUE,FALSE,FALSE,FALSE,FALSE,2013-08-24T04:21:10Z
1786,368,889,myconvo,2012-10-03T05:15:00Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-03T05:14:59Z
1787,130,890,myconvo,2012-10-02T23:47:03Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-10-02T22:54:07Z
1791,991,892,myconvo,2013-06-04T21:01:17Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-04T00:31:22Z
1788,37,890,myconvo,2012-10-02T22:54:07Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-02T22:54:07Z
1789,958,891,myconvo,2012-10-18T13:03:44Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-03T10:37:07Z
1790,37,891,myconvo,2012-10-03T19:12:37Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-03T10:37:07Z
1793,368,893,myconvo,2012-10-04T23:58:59Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-04T23:58:55Z
1792,353,892,myconvo,2012-10-04T00:31:22Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-04T00:31:22Z
1797,1014,895,myconvo,2012-10-05T09:32:44Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-05T02:32:22Z
1795,1014,894,myconvo,2012-10-04T22:15:58Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-04T22:15:57Z
1796,945,894,myconvo,2012-10-05T15:31:29Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-04T22:15:57Z
1798,335,895,myconvo,2012-10-14T11:13:52Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-05T02:32:22Z
1979,1578,985,myconvo,2012-11-16T03:56:19Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-15T03:52:27Z
1977,1744,984,myconvo,2012-11-27T06:53:53Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-24T03:02:05Z
1803,279,898,myconvo,2012-10-17T20:30:24Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-05T08:45:52Z
1804,72,898,myconvo,2012-10-05T08:47:46Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-10-05T08:45:52Z
1805,279,899,myconvo,2012-10-05T20:22:26Z,TRUE,FALSE,TRUE,FALSE,FALSE,2012-10-05T22:05:20Z
1806,72,899,myconvo,2012-10-30T19:02:15Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-05T22:05:20Z
1820,37,906,myconvo,2012-10-10T20:50:43Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-10T20:47:35Z
1821,49,907,myconvo,2012-10-08T01:53:58Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-10-08T01:53:57Z
1822,293,907,myconvo,2012-10-08T01:55:28Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-10-08T01:53:57Z
1980,4,986,myconvo,2012-11-15T21:57:54Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-15T21:57:48Z
1981,1578,986,myconvo,2012-11-18T07:10:22Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-15T21:57:48Z
1982,168,987,myconvo,2012-11-16T22:52:11Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-16T22:52:11Z
1983,279,987,myconvo,2012-11-16T19:00:16Z,TRUE,FALSE,TRUE,TRUE,FALSE,2012-11-16T22:52:11Z
3714,6122,1848,myconvo,2013-08-25T01:37:27Z,TRUE,FALSE,FALSE,FALSE,FALSE,2013-08-24T04:16:42Z
3713,6113,1847,myconvo,2013-08-24T04:16:10Z,FALSE,FALSE,FALSE,TRUE,FALSE,2013-08-24T04:16:10Z
1992,28,992,myconvo,2014-05-28T02:18:53Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-18T00:44:11Z
1986,1608,989,myconvo,,TRUE,FALSE,TRUE,FALSE,FALSE,2012-11-17T20:45:07Z
1987,72,989,myconvo,2012-11-17T20:45:07Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-17T20:45:07Z
1988,35,990,myconvo,2012-11-17T21:51:05Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-17T21:49:10Z
1989,91,990,myconvo,2012-11-17T21:49:10Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-17T21:49:10Z
1990,161,991,myconvo,2012-11-22T03:11:21Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-17T22:03:26Z
1991,14,991,myconvo,2012-11-18T01:42:48Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-17T22:03:26Z
1994,255,993,myconvo,2012-11-21T20:16:37Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-21T20:16:36Z
1993,85,992,myconvo,2013-12-12T00:37:52Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-18T00:44:11Z
1995,2,993,myconvo,2014-02-16T21:25:43Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-21T20:16:36Z
1996,2,994,myconvo,2014-02-16T21:25:05Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-18T18:37:55Z
1997,317,994,myconvo,2012-11-18T19:03:54Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-18T18:37:55Z
2000,1793,996,myconvo,2013-03-26T22:55:55Z,TRUE,FALSE,TRUE,FALSE,FALSE,2013-05-04T00:54:41Z
2001,960,996,myconvo,2013-05-04T00:54:41Z,FALSE,FALSE,FALSE,TRUE,FALSE,2013-05-04T00:54:41Z
2004,132,998,myconvo,2012-11-19T12:28:35Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-19T12:28:34Z
2005,317,998,myconvo,2012-11-19T15:47:53Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-19T12:28:34Z
2028,72,1010,myconvo,2012-12-25T05:16:15Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-23T13:06:55Z
3362,2392,1676,myconvo,2013-05-07T09:36:11Z,TRUE,FALSE,FALSE,TRUE,FALSE,2013-05-06T17:39:52Z
2008,112,1000,myconvo,2012-11-21T18:30:06Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-21T18:30:05Z
2009,14,1000,myconvo,2012-11-21T19:12:49Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-21T18:30:05Z
2010,85,1001,myconvo,2013-12-12T00:38:29Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-21T19:00:26Z
2011,1744,1001,myconvo,2012-11-21T19:00:30Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-21T19:00:26Z
2015,317,1003,myconvo,2012-11-23T14:15:32Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-23T14:15:03Z
2013,353,1002,myconvo,2012-12-20T00:25:38Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-17T00:17:05Z
2054,317,1023,myconvo,2013-01-05T02:52:55Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-07T04:34:03Z
2084,2027,1038,myconvo,2016-01-30T21:35:27Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-01T01:07:28Z
2032,138,1012,myconvo,2012-11-23T22:09:06Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-23T22:07:31Z
2033,353,1012,myconvo,2012-11-23T23:07:31Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-23T22:07:31Z
2034,1772,1013,myconvo,2013-07-17T14:37:30Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-24T02:35:47Z
2035,72,1013,myconvo,2012-11-24T07:41:19Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-24T02:35:47Z
2036,1772,1014,myconvo,2012-11-24T02:37:21Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-24T02:37:20Z
2037,1744,1014,myconvo,2012-11-24T02:50:53Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-24T02:37:20Z
2038,255,1015,myconvo,2012-11-24T09:30:27Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-24T09:29:58Z
2039,960,1015,myconvo,2012-11-26T01:09:25Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-11-24T09:29:58Z
2042,72,1017,myconvo,2012-11-24T13:15:06Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-24T13:15:04Z
2060,130,1026,myconvo,2012-11-29T05:50:50Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-29T05:49:15Z
2040,335,1016,myconvo,2012-11-25T21:52:50Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-25T18:20:08Z
2041,298,1016,myconvo,2012-11-25T18:20:09Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-25T18:20:08Z
2043,1772,1017,myconvo,2012-11-24T13:23:10Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-24T13:15:04Z
2044,130,1018,myconvo,2012-11-25T00:42:31Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-24T23:49:48Z
2045,1744,1018,myconvo,2012-11-24T23:49:48Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-24T23:49:48Z
2046,130,1019,myconvo,2012-11-25T00:42:13Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-25T00:18:01Z
2047,1744,1019,myconvo,2012-11-25T00:18:01Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-25T00:18:01Z
2048,133,1020,myconvo,2012-11-25T23:30:29Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-25T03:07:44Z
2049,1744,1020,myconvo,2012-11-25T03:07:44Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-25T03:07:44Z
2055,287,1023,myconvo,2012-12-07T04:34:05Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-07T04:34:03Z
2050,72,1021,myconvo,2012-11-25T10:10:21Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-25T10:10:18Z
2051,1772,1021,myconvo,2013-07-17T14:37:52Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-25T10:10:18Z
2059,130,1025,myconvo,2012-11-27T06:30:42Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-11-27T06:19:24Z
2061,1744,1026,myconvo,2012-11-30T01:26:51Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-29T05:49:15Z
3500,283,1745,myconvo,2016-02-20T14:44:18Z,TRUE,FALSE,FALSE,TRUE,FALSE,2013-06-19T14:15:25Z
2064,1,1028,myconvo,2012-11-27T21:51:36Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-27T18:01:50Z
2065,56,1028,myconvo,2012-11-27T18:01:50Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-27T18:01:50Z
3528,5333,1758,myconvo,2013-07-02T18:35:36Z,TRUE,FALSE,FALSE,FALSE,FALSE,2013-07-01T23:51:21Z
2066,1,1029,myconvo,2012-11-27T21:53:01Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-27T19:27:21Z
2067,1109,1029,myconvo,2012-11-27T19:27:21Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-27T19:27:21Z
2076,16,1034,myconvo,2012-11-28T16:13:28Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-28T16:13:27Z
2068,7,1030,myconvo,2013-12-13T09:37:05Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-29T22:14:48Z
2069,56,1030,myconvo,2012-11-29T22:14:49Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-29T22:14:48Z
3711,49,1846,myconvo,2013-10-23T04:23:53Z,TRUE,FALSE,FALSE,TRUE,FALSE,2013-08-25T16:15:09Z
2080,1066,1036,myconvo,2012-11-29T16:39:42Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-29T16:39:41Z
2074,161,1033,myconvo,2012-11-28T18:46:24Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-28T18:46:23Z
2075,2075,1033,myconvo,2012-12-08T22:38:21Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-28T18:46:23Z
2077,72,1034,myconvo,2012-11-28T16:15:27Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-28T16:13:27Z
2078,188,1035,myconvo,2012-11-29T14:39:28Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-11-29T14:39:27Z
2079,2075,1035,myconvo,2012-12-08T22:38:19Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-29T14:39:27Z
2082,130,1037,myconvo,2012-11-30T19:03:21Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-11-30T06:21:18Z
2081,1176,1036,myconvo,2012-12-01T22:09:29Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-29T16:39:41Z
2090,372,1041,myconvo,2012-12-02T05:33:04Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-02T05:33:00Z
2083,2075,1037,myconvo,2012-12-08T22:38:09Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-11-30T06:21:18Z
2085,35,1038,myconvo,2012-12-01T02:02:06Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-01T01:07:28Z
2086,2027,1039,myconvo,2016-01-30T21:34:33Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-11T05:39:37Z
2087,960,1039,myconvo,2012-12-11T05:39:38Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-11T05:39:37Z
2088,495,1040,myconvo,2012-12-01T19:31:37Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-01T16:35:27Z
2089,2099,1040,myconvo,2012-12-02T21:10:08Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-01T16:35:27Z
2144,53,1068,myconvo,2013-01-09T14:46:03Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-10T16:22:36Z
2091,335,1041,myconvo,2012-12-02T05:36:39Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-02T05:33:00Z
2092,14,1042,myconvo,2012-12-02T18:07:39Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-02T17:44:56Z
2093,168,1042,myconvo,2012-12-02T17:44:57Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-02T17:44:56Z
2094,358,1043,myconvo,2012-12-02T12:25:16Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-02T07:49:29Z
2095,1,1043,myconvo,2013-02-03T06:55:44Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-02T07:49:29Z
2096,372,1044,myconvo,2012-12-02T15:28:16Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-02T15:27:06Z
2097,72,1044,myconvo,2013-10-30T16:22:24Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-02T15:27:06Z
2098,333,1045,myconvo,2012-12-03T00:12:55Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-02T23:09:30Z
2099,298,1045,myconvo,2012-12-02T23:10:30Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-02T23:09:30Z
2100,2113,1046,myconvo,2012-12-03T22:53:12Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-03T15:43:04Z
2101,130,1046,myconvo,2012-12-03T15:43:04Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-03T15:43:04Z
2760,208,1376,myconvo,2012-12-23T13:08:30Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-23T13:08:27Z
2102,7,1047,myconvo,2012-12-03T18:58:35Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-12-03T18:54:04Z
2103,85,1047,myconvo,2013-12-12T00:39:03Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-03T18:54:04Z
6498,2075,3239,myconvo,2015-05-06T21:49:27Z,TRUE,FALSE,FALSE,TRUE,FALSE,2015-05-06T15:15:48Z
8813,9503,4382,myconvo,2016-02-28T05:19:51Z,TRUE,FALSE,FALSE,TRUE,FALSE,2016-02-25T05:33:35Z
2106,7,1049,myconvo,2012-12-04T12:40:20Z,FALSE,FALSE,TRUE,FALSE,FALSE,2013-02-06T02:35:22Z
2107,168,1049,myconvo,2013-02-06T02:35:23Z,TRUE,FALSE,FALSE,TRUE,FALSE,2013-02-06T02:35:22Z
2108,72,1050,myconvo,2012-12-25T05:37:07Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-04T17:37:46Z
2109,2099,1050,myconvo,2012-12-04T17:58:06Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-04T17:37:46Z
2110,293,1051,myconvo,2012-12-05T03:40:49Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-05T03:40:48Z
2111,2099,1051,myconvo,2012-12-05T07:33:21Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-05T03:40:48Z
2112,358,1052,myconvo,2012-12-05T04:31:12Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-04T20:00:25Z
2113,72,1052,myconvo,2012-12-04T20:00:25Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-04T20:00:25Z
8808,9476,4380,myconvo,2016-02-23T21:14:03Z,TRUE,FALSE,FALSE,TRUE,FALSE,2016-02-23T14:33:15Z
2116,208,1054,myconvo,2012-12-06T04:03:43Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-06T03:29:50Z
2117,1,1054,myconvo,2013-02-03T06:55:46Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-06T03:29:50Z
2118,2144,1055,myconvo,2014-02-17T22:32:26Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-05T22:54:12Z
2119,7,1055,myconvo,2012-12-06T11:48:12Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-05T22:54:12Z
2121,7,1056,myconvo,2012-12-12T00:25:36Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-12T00:25:35Z
2130,372,1061,myconvo,2012-12-25T00:10:42Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-25T00:10:38Z
2922,1109,1457,myconvo,2013-01-09T17:29:42Z,TRUE,FALSE,FALSE,FALSE,FALSE,2013-01-09T17:29:00Z
2923,2099,1457,myconvo,2013-01-09T17:29:00Z,TRUE,FALSE,FALSE,TRUE,FALSE,2013-01-09T17:29:00Z
2128,7,1060,myconvo,2012-12-06T14:31:00Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-06T14:27:55Z
5978,2306,2979,myconvo,2014-11-12T07:51:05Z,TRUE,FALSE,FALSE,TRUE,FALSE,2014-11-08T17:12:09Z
2131,1772,1061,myconvo,2013-01-13T16:40:52Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-25T00:10:38Z
2129,283,1060,myconvo,2016-02-20T14:38:52Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-06T14:27:55Z
8807,9393,4380,myconvo,2016-02-23T14:39:19Z,FALSE,FALSE,FALSE,FALSE,FALSE,2016-02-23T14:33:15Z
8810,9476,4381,myconvo,2016-02-25T23:46:54Z,TRUE,FALSE,FALSE,FALSE,FALSE,2016-02-25T14:37:26Z
2142,138,1067,myconvo,2012-12-10T10:15:29Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-10T01:45:42Z
2143,2075,1067,myconvo,2012-12-10T01:45:42Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-10T01:45:42Z
2145,49,1068,myconvo,2012-12-10T16:32:50Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-10T16:22:36Z
2147,2099,1069,myconvo,2012-12-10T19:40:32Z,FALSE,FALSE,FALSE,TRUE,FALSE,2012-12-10T19:40:32Z
2150,279,1071,myconvo,,TRUE,FALSE,TRUE,FALSE,FALSE,2012-12-11T04:35:44Z
2151,72,1071,myconvo,2012-12-11T04:35:44Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-11T04:35:44Z
2156,7,1074,myconvo,2012-12-11T20:21:26Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-11T18:21:23Z
2152,7,1072,myconvo,2012-12-11T20:21:25Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-12-11T12:09:40Z
2153,65,1072,myconvo,2013-01-04T14:24:38Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-11T12:09:40Z
2154,72,1073,myconvo,2012-12-25T05:15:53Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-11T16:45:23Z
2155,1772,1073,myconvo,2012-12-11T16:48:08Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-11T16:45:23Z
2157,288,1074,myconvo,2012-12-11T18:21:23Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-11T18:21:23Z
2158,29,1075,myconvo,2012-12-12T07:46:33Z,TRUE,FALSE,FALSE,FALSE,FALSE,2012-12-12T02:23:31Z
2159,2183,1075,myconvo,2012-12-12T02:23:31Z,TRUE,FALSE,FALSE,TRUE,FALSE,2012-12-12T02:23:31Z
2160,1558,1076,myconvo,2013-04-17T23:33:31Z,FALSE,FALSE,FALSE,FALSE,FALSE,2012-12-13T19:58:19Z
