reply_id,reply_status_id,reply_member_id,reply_date,reply_content,reply_approved,reply_ip_address
256,793,130,1358835882,<p>Solution: Zionism</p>,1,
257,766,288,1358958313,"<p>Dagos are plebs <img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_wink.png"" alt="";)"" srcset=""<fileStore.core_Emoticons>/emoticons/wink@2x.png 2x"" width=""20"" height=""20"" /></p>",1,
258,712,2220,1358962568,"<p>Oddly, I did not go and watch it... And now it is basically out of theaters. Shit. </p>",1,
262,765,288,1359160084,lol,1,
264,793,130,1359258981,"<p>If it was actually run by the Zionist right, yes.</p>",1,
265,769,1558,1359658380,"<p>Yes, and ''Viva la Roi'' to you too.</p>",1,
727,3050,14382,1498119080,"<p>
	ok.
</p>",1,2001:4640:7c7b:0:a92d:5106:23f2:2b42
728,3051,9622,1498633272,"<p>
	One of the best images, for sure.
</p>",1,95.111.27.132
266,856,2871,1360071241,"<p>Hello, from my knowledge you are an admin and I had questions on how to unlock my abilities to edit my profile along with commenting on some of the posts. If you could please help, it would be much appreciated. </p>",1,
267,646,857,1360304706,<p>I love Green tea.</p>,1,
269,887,342,1360686027,<p>As the French say. Comme Ci Comme Sa. Question?</p>,1,
270,887,16,1360709731,"<p>Yes, what's your preferred one?</p>",1,
271,887,342,1360783027,<p>Imagine a Marxist interpretation of history combined with the Great Man/Woman Theory. This sort of springs from the fact that we I was taught lesbianized versions of social history by professors and others.</p>,1,
272,887,342,1360783175,"<p>Generally a great way to interpret any historical event is the SPERM method (Social, Political, Economic, Religious, Military) and work from there.</p>",1,
273,887,16,1360842877,<p>No love for the Annales school then?</p>,1,
274,887,342,1360853541,"<p>No hatred, but for me the Annales School pays too much attention to the small details and loses itself in the big picture if you know what I mean.</p>",1,
275,890,288,1360970385,"<p>It's a joke that's been around for a while, it just made me laugh. I was indeed Nebuchadnezzar II. I vaguely recall talking to you a while back.</p>",1,
276,571,16,1361215971,<p>Part of a complete breakfast.</p>,1,
277,765,274,1361399246,Why is Stoic Guardian exiled? :/,1,
278,966,35,1362279830,"
<p>And this is crazy...</p>
<p>
But here is my number &gt; 14/88</p>
",1,
279,966,35,1362279839,<p>so call me maybe?</p>,1,
280,966,3721,1362280277,<p>hay evry1 im a fascist celery stalk don't hit on me silly y chromosones xD</p>,1,
281,712,67,1364409726,<p>Saw it 3 or 4 times. Loved it.</p>,1,
282,2007,5590,1366076633,"
<p>Here is the link to my ""prison cell"" if any of you faggots wants to speak to me about ANYTHING haul you're ass to that thread you goddamn pieces of shit:</p>
<p>
<iframe src=""<___base_url___>/index.php?/topic/2304-communist-narnia-paradise/page__p__55332&amp;do=embed&amp;embedComment=55332&amp;embedDo=findComment"" frameborder=""0"" data-embedcontent=""""></iframe></p>
",1,
283,2271,16,1366637449,"
<p>That's quote a simplistic way of looking at monarchy. For one thing, there are three actual pretenders to the throne of France, each one of them representing a different philosophy of government, and the case is similar in many republic which were once monarchies, such as Italy.</p>
<p>
I don't think feudal institutions are applicable in a modern setting, since population distribution being more urban and the industrial revolution having happened, a true feudal system would be unworkable...</p>
",1,
293,1991,6113,1369384376,<p>Secession should always be a last resort.</p>,1,
296,571,6117,1370542712,<p>How did this guy get exiled?</p>,1,
717,3032,7600,1489551422,"<p>
	try now
</p>",1,24.244.131.25
298,2385,6117,1370727075,<p>Good for you!</p>,1,
382,2570,7846,1407176414,<p>;D</p>,1,
302,571,1986,1371337302,"<p>The man of many names said something about him declaring himself an anti-nazi fascist. Then Vladimir exiled him, or so it goes.</p>",1,
303,2393,158,1371538736,"<p>its not bad, has potential. Reminds me a bit of Absurd. If it had drums and vocals it would sound better. It would sound better with a rawer more hissing like sound. Satanic Warmaster for example. What are your favourite NSBM bands? </p>",1,
304,2396,6144,1371945208,"<p>Cheers!  I noticed you visited my profile.  I'm an American from the state of Oklahoma.  I'm not sure how this site works or how to fill more information in my profile.  My moniker ""Calvinistic Fascist"" is a general view of life.  I'm not a total religious fanatic.  I just think that the political ideas of fascist-nationalism coupled with the ideas of a semi-religious and charitable commonwealth of reformation values would be better than what we have.  So, I am just tr...</p>",1,
305,2388,288,1372020518,<p>Or just put a pic of the results of AIDS and gay bowel syndrome next to it. Or you could make what appears to be a pro-homosexuality poster and then have a link to anti-homosexuality fact website(s) such as homosexinfo.com or a link to one of those mentioned studies.</p>,1,
306,855,6144,1372020627,"<p>Thank you for adding me on your friends list.  I'm still clueless on how this site works.  I'm still trying to get validated, but the help instructions are doing me no good.</p>",1,
307,2402,288,1372025003,"<p>I'll have a word with an admin, see if I can get you validated quicker.</p>",1,
308,712,2220,1372514659,"<p>I loved what I saw and I await the next one.. (boy, that was late). </p>",1,
309,2402,2220,1372514839,<p>That sounds good &amp; refreshing. Excellent. </p>,1,
310,2396,6113,1373515511,<p>Have you tried contacting Noyles' group</p>,1,
311,855,1986,1374596006,<p>Niggers tongue my anus</p>,1,
312,2271,16,1374618339,"
<p>Bonapartist.</p>
<p>
Hurr hurr late reply.</p>
",1,
313,2420,6122,1375381462,"
<p>I just find that chant by the British antifas hilarious for some reason. </p>
<p>
But I thought you disliked the BNP?</p>
",1,
314,2413,2075,1375527284,<p>No problem0</p>,1,
316,2418,6113,1376885110,"<p>Well Race, Culture and Language are all a part of History.</p>",1,
317,2271,6113,1376885171,"
<p>Yes this profile feed thing has  no feedback apprently, no notification.</p>
<p>
Either that or it's just unreliable.</p>
",1,
318,2418,16,1376955483,<p>Ah but isn't history meant as the result of actions upon actions within which race culture and language play a role?</p>,1,
319,2418,5779,1376958950,"
<p>We can take your idea to an extreme in order to examine what you mean. Do you mean to say, for example, that a group of people with no common race, culture, or language, can, by the course of historical events, be forged into a nation? Interesting thought.</p>
<p>
BTW, how do I change my user title? Somebody changed it for me, can't seem to change it. Thx</p>
",1,
320,2418,6117,1377035475,"<p>History is made by the culture, Language, and race.</p>",1,
321,2426,6217,1377449051,"<p>Sorry, But no, I took the title from a Would-be kick boxer here in Seattle.</p>",1,
322,2424,6113,1377468938,"<p>Fascism is Progress, Fascism is the only Way Foreward for the Principled man, there can be no substitutions or half measured conservatism, it has failed us and the only Solution is a revolutionary response.</p>",1,
323,2426,7,1377470039,<p>ok cheers</p>,1,
324,2428,1558,1377550366,<p>Was that the sound of you eating another frog?</p>,1,
326,2393,6115,1377900811,"<p>Peste Noire (not NS, but good nationalist band), Burzum in the metal albums, M8L8TH, Der Stürmer.</p>",1,
327,2435,821,1377922568,<p>Ching chong potato</p>,1,
328,2435,6115,1378001432,<p>ching ling how long have you been a hikikomori?</p>,1,
330,2440,6218,1378673659,"
<p>Don´t get smart on me boy!</p>
<p>
<a href=""http://www.urbandictionary.com/define.php?term=dego"" rel=""external nofollow"">http://www.urbandictionary.com/define.php?term=dego</a></p>
",1,
332,2441,6115,1378749441,"<p>Ah sim, entendo. De fato os Estado Novo foi apenas uma reação de proteção a onda de comunistas que enfestava a ibéria. É que de certa forma, os ""fascistas"" tendem a adorar qualquer líder reacionário que foi contra o comunismo como Salazar, Franco, etc. Mesmo sendo contraditório com a ideologia. Enfim, como andam as coisas por aí?</p>",1,
333,2444,132,1378985288,<p>Don't bother.</p>,1,
334,2446,16,1379044394,"
<p>Do go on.</p>
<p>
Still a fan of Metternich though?</p>
",1,
336,2422,130,1379875727,"<p>I will always remember you with that song, brother. Rest in peace.</p>",1,
337,2434,6258,1379890469,We can use blacks to our advantage and defeat the Jews. <br />,1,
338,2435,821,1381024564,<p>huh</p>,1,
339,1216,274,1381190838,<p>LOL</p>,1,
340,2446,281,1381371401,"<p>Sorry I just noticed that, but yes, still a fan of Metternich.  What I like about integralism though is that it holds society and the nation as a sacred thing.  Also like that Maurras, the founder was also a supporter of monarchy</p>",1,
343,2465,6254,1385348179,<p>Better a nationalist than a faggot.</p>,1,
344,2495,6554,1387308422,"<p>Only a Jew doesn't want to be questioned, fuck this site.</p>",1,
345,2498,2220,1387525995,<p>Welcome back</p>,1,
346,2498,6322,1387769819,"<p>Welcome back, mandra.</p>",1,
349,2500,6322,1388819546,<p>How was your New Year's Eve?</p>,1,
350,2505,4,1389630634,<p>I hope it's nothing serious.</p>,1,
351,2464,101,1389737241,"
<p>&gt;German</p>
<p>
&gt;Implying white</p>
<p>
&gt;Implying I wouldn't rather be Swahili than Germanic</p>
",1,
355,2500,2220,1390360058,"<p>That went well, actually; did not overdo it. It was rather low key. You?</p>",1,
356,2500,6322,1390643982,<p>Same here.</p>,1,
357,2500,2220,1390670698,<p>Very good</p>,1,
358,2505,353,1390929671,<p>I survived.</p>,1,
359,2516,7428,1391104413,"
<p>the topic:</p>
<p>
<a href=""http://freetexthost.com/ortohygbng"" rel=""external nofollow"">http://freetexthost.com/ortohygbng</a></p>
",1,
361,2519,6168,1393321942,<p>wut</p>,1,
363,2397,1558,1394425886,<p>Ya muh niger XD :----DD</p>,1,
364,2528,168,1395685446,<p>absolutely</p>,1,
367,2544,2220,1399866435,"
<p>2 Euphoric 2 B 4got</p>
<p>
<a href=""https://warosu.org/data/jp/img/0114/09/1379040300830.gif"" rel=""external nofollow"">https://warosu.org/data/jp/img/0114/09/1379040300830.gif</a></p>
",1,
368,2544,1558,1399878517,<p>*Tips le astral fedora*</p>,1,
370,2534,2306,1403389897,<p>Lol good luck with that lmao</p>,1,
371,2551,2306,1403390444,"<p>Finnish war 1808-1809, nevar evar forget you Swedish noble.</p>",1,
372,2534,353,1403390848,<p>you are also trying right? I see that you should try harder</p>,1,
373,2534,2306,1403391104,"<p>HEY FINLAND WHITE, WHITE AS RICE</p>",1,
374,2551,1558,1403648068,<p>But we can unite on one thing: Fuck the russians.</p>,1,
375,2555,1558,1403993852,<p>XDD</p>,1,
376,2558,7846,1404004594,<p>BWC TERROR MACHINE!</p>,1,
388,2566,1986,1408991995,<p>my nigga my nigga</p>,1,
383,2578,7481,1408150787,Alexander Slavros is away atm and all the other admins are lazy cunts.,1,
389,2595,7719,1410218267,<p>&gt;More loyal to pope than nation &gt;lolwat</p>,1,
390,2595,6168,1410550670,"
<p>&gt;papists</p>
<p>
&gt;white</p>
",1,
391,2595,1558,1410562912,<p>Not even brown</p>,1,
392,2600,1558,1410718366,<p>Me 2</p>,1,
394,2584,6274,1410851970,what were you expecting?,1,
397,2608,6113,1411026428,"
<p>Quit being a defeatist pussy.</p>
<p>
What you read stuff on here for a week and then fuck off and say ""woe is me all is lost""</p>
<p>
If the fight is unwinnable its only because nobody even tried.</p>
",1,
396,2602,6113,1411026138,<p>Not really no.</p>,1,
399,2616,2,1412192529,"
<img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_smile.png"" alt="":)"" srcset=""<fileStore.core_Emoticons>/emoticons/smile@2x.png 2x"" width=""20"" height=""20"" />:)<img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_smile.png"" alt="":)"" srcset=""<fileStore.core_Emoticons>/emoticons/smile@2x.png 2x"" width=""20"" height=""20"" />::)<img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_smile.png"" alt="":)"" srcset=""<fileStore.core_Emoticons>/emoticons/smile@2x.png 2x"" width=""20"" height=""20"" />:)<img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_smile.png"" alt="":)"" srcset=""<fileStore.core_Emoticons>/emoticons/smile@2x.png 2x"" width=""20"" height=""20"" />::)<img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_smile.png"" alt="":)"" srcset=""<fileStore.core_Emoticons>/emoticons/smile@2x.png 2x"" width=""20"" height=""20"" />:):<img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_smile.png"" alt="":)"" srcset=""<fileStore.core_Emoticons>/emoticons/smile@2x.png 2x"" width=""20"" height=""20"" />:)<img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_smile.png"" alt="":)"" srcset=""<fileStore.core_Emoticons>/emoticons/smile@2x.png 2x"" width=""20"" height=""20"" />:)<img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_smile.png"" alt="":)"" srcset=""<fileStore.core_Emoticons>/emoticons/smile@2x.png 2x"" width=""20"" height=""20"" />:)",1,
400,2618,1558,1413835842,<p>:DDDD SPURDO SPÄRDE XDDDDD :----DDD</p>,1,
404,2638,8264,1419050377,<p>Thank you for being familiar with history. </p>,1,
406,2662,281,1423513738,<p>So you're saying no Swede can be fascist?</p>,1,
407,2662,1558,1423582213,<p>i bet you're only 2 inches</p>,1,
408,2666,7643,1424150348,"<p>Hi there <img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_smile.png"" alt="":)"" srcset=""<fileStore.core_Emoticons>/emoticons/smile@2x.png 2x"" width=""20"" height=""20"" /></p>",1,
409,2505,7757,1424271645,<p>coisa de branco</p>,1,
410,2675,7816,1426804014,<p>The hell I am. I tango core like a boss</p>,1,
411,2675,7757,1426873969,<p>bitch I'll cinghiamattanza your ass up</p>,1,
412,2662,2075,1427166247,<p>8.5 inches checking in. I am confirmed Fascist finally :DDDDDDDDDDDD</p>,1,
413,2662,1558,1427215087,"<p>Gz <img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_smile.png"" alt="":)"" srcset=""<fileStore.core_Emoticons>/emoticons/smile@2x.png 2x"" width=""20"" height=""20"" />)</p>",1,
414,2662,9144,1428430514,"<p>Agreed. We should form our own 8+ inches battalion. In fact, that is how the ruling elite of our new state should be chosen.</p>",1,
415,2662,1558,1428434510,<p>I agree fully. Myself having a proud 22 incher I nominate myself as Führer heil BWC</p>,1,
416,2662,9144,1428435444,<p>inb4 the esoteric traditions of penile displays in asserting dominance becomes next antimony group research project. </p>,1,
417,2662,1558,1428466117,<p>i will never share my secrets for huge massive dick sorry</p>,1,
511,2848,7424,1443762397,<p>Let's make out and burn down a bank</p>,1,
419,2609,7636,1430386934,<p>Agreed</p>,1,
420,2697,7636,1430683831,<p>No Frank</p>,1,
422,2609,6113,1430881362,<p>kek Profile feed is so pointless</p>,1,
423,2694,6165,1430983839,<p>Which of his have you read? </p>,1,
752,3061,9571,1503637128,"<p>
	WOW THATS GONNA STOP AN ARMED REVOLUTION FROM TAKING PLACE HEY GUYS HES GONNA STOP US
</p>",1,2602:306:cdb6:87a0::3e9
425,2694,6165,1431041251,"<p>The man is quite the visionary I may add, hes certainly one of my profound influences and I cannot see how his ideas wont mold the political arena in the time to come. Do you follow his blog?</p>",1,
751,3056,14617,1503636579,"<p>
	go back to guatemala and learn some good trellz from the cartels
</p>",1,184.101.230.10
427,2694,6165,1431300162,"<p>Yes, thankfully I've access to a decent translator anyhow, though my command of the language is fairly decent. In my opinion, Faye and the New Right are the life force that 21st century fascism so desperately needs, we need to grasp the new European imperative, the harmony of the appollonian and dionysian presented in his thesis, the Nietzschean reaffirmation, the recognition of the inner archaic within the endless tragedy that is spherical history. </p>",1,
428,2694,6165,1431300178,<p>This forum may ban me soon I may add.</p>,1,
749,3056,9679,1503636400,"<p>
	BETA UPRISING 2017
</p>",1,99.6.21.105
750,3056,14617,1503636447,"<p>
	u arnt even beta you are just spic betas have good trellz
</p>",1,184.101.230.10
430,2707,6113,1431528967,<p>You don't have a girlfriend do you?</p>,1,
432,2707,6165,1431682491,<p>I dont. Why would it matter? </p>,1,
433,2694,6165,1431682571,"<p>Lest we be at the risk of dilution from philistines, luddites, and shams that is. </p>",1,
434,2694,6165,1431682615,"<p>Its the 21st century imperative that the fascist movement needs to embrace, lest it wish to subsist. </p>",1,
437,2698,2170,1432051589,<p>I thought communism was supposed to be about love and tolerance...</p>,1,
438,2714,6165,1432281206,<p>spergalicious</p>,1,
439,2715,281,1432301266,<p>When was the last time you were with a women?</p>,1,
440,2715,281,1432301577,"<p>Better question, when was the last time you talked to one face to face?</p>",1,
441,2695,7543,1432364172,"<p>Yep, Quisling is one of my personal heroes. By far the most prominent norwegian fascist and an all around great man.</p>",1,
442,2720,9497,1432411126,"<p>Hello, I hope I will enjoy my experiences on this form.</p>",1,
445,2658,1558,1432754787,<p>Oj nej</p>,1,
754,3063,9668,1505263293,"<p>
	<span><a contenteditable=""false"" data-ipshover="""" data-ipshover-target=""<___base_url___>/index.php?/profile/14875-poeticarturius/&amp;do=hovercard"" data-mentionid=""14875"" href=""<___base_url___>/index.php?/profile/14875-poeticarturius/"" rel="""">@PoeticArturius</a> intro threads get locked after a week and until you complete the exam some aspects of the forum are locked </span>
</p>",1,172.103.195.66
448,2726,7757,1433437881,<p>Sorta</p>,1,
449,2731,7757,1433437905,<p>Texas then?</p>,1,
450,2733,9174,1433498002,"<p>Thanks, you do know it don't you?</p>",1,
753,3062,14673,1504287193,"<p>
	Thanks lad. Good luck with your next one.
</p>",1,88.202.231.15
453,2732,8346,1433859199,"<p>I'm not sure what it's called, but it's by William Blake. I like it too, makes you think of the 'solar race' and all that</p>",1,
454,2734,7757,1434040953,<p>Minor Threat is the shit</p>,1,
455,2726,7757,1434040978,<p>North Hollywood? Whenever I'm in LA I stay at sfv</p>,1,
456,2736,9149,1434155377,<p> ¡Te habla es el hampaa!</p>,1,
459,2740,9531,1435480377,<p>I doubt anybody will fuck them. </p>,1,
460,2743,8232,1435544394,"<p>On days like these, I say ""it can't happen sooner.""</p>",1,
461,2743,7600,1435624413,"<p>Yes it is my friend <img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_wink.png"" alt="";)"" srcset=""<fileStore.core_Emoticons>/emoticons/wink@2x.png 2x"" width=""20"" height=""20"" />. </p>",1,
462,2745,293,1435768534,"<p>ha, if i wasnt so lazy I would make a header quote with the base image</p>",1,
463,2417,7600,1436213235,"<p>ur a dingus, why you change your name so much :?</p>",1,
464,2417,288,1436216489,"<p>Muh tradition, goy</p>",1,
466,2747,7600,1436256264,<p>Boots up your arse</p>,1,
467,2747,9531,1436269695,"<p>It sure was a waste of time, if you ask me. I mean holy crap they only talk about the petty issue of the now. It's boring.</p>",1,
468,2748,6113,1436305245,<p>Hi</p>,1,
476,2762,9548,1437408703,<p>it it what i think is the perfect poem</p>,1,
470,2436,9548,1436976298,<p>^-^</p>,1,
471,2436,9548,1436976315,<p>that was beautiful</p>,1,
472,2697,1558,1437087862,<p>I am Hell</p>,1,
478,2671,7,1438183835,"<p>Yes post your facebook, skype, or email address and I can contact you.</p>",1,
477,689,9548,1437762961,<p>tru dat comrade</p>,1,
480,2556,353,1438987794,<p>I discover this the hard way</p>,1,
483,2535,9548,1440634939,<p>what is the primary purpose of this?</p>,1,
488,2800,9617,1441717548,"
<p>norte de portugal. </p>
<p>
sim, tenho skype. porquê?</p>
",1,
489,2800,7757,1442274228,"<p>A comunidade lusofônica desse fórum é pequena, agora que já somos quatro membros ativos [dois brasileiros e dois portugueses] poderíamos criar um chat ou algo do gênero. </p>",1,
490,2809,9174,1442485744,"<p>Oh aye! <img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_smile.png"" alt="":)"" srcset=""<fileStore.core_Emoticons>/emoticons/smile@2x.png 2x"" width=""20"" height=""20"" /></p>",1,
491,2809,9548,1442671151,"<p>the pug life is great no <img src=""<fileStore.core_Emoticons>/emoticons/GeneralIMemoticons_wink.png"" alt="";)"" srcset=""<fileStore.core_Emoticons>/emoticons/wink@2x.png 2x"" width=""20"" height=""20"" /></p>",1,
492,2815,7346,1442783836,"<p>Don't know, don't care.</p>",1,
493,2827,9304,1443024761,<p>Oy Vey! Like anotha Shoah!  </p>,1,
494,2827,9655,1443027417,<p>How dare you not give me my 6 gazillion shekels!</p>,1,
497,2832,6322,1443213384,<p>Nah. Romanian from the cradle to the grave.</p>,1,
496,2823,9655,1443060806,<p>yeh yeh yeh </p>,1,
499,2832,9548,1443214105,<p>ive never really understood the difference between Catholicism and Orthodoxy except that Orthodoxy seems more pure and unsullied by the bulllshit liberal value system</p>,1,
500,2832,6322,1443279615,"
<a href=""http://i.imgur.com/FbG9QR3.jpg"" rel=""external nofollow"">http://i.imgur.com/FbG9QR3.jpg</a> The Orthodox Church is the legitimate continuant of the united Roman Church. Aside differences in Christian Tradition(which are quite significant by themselves), the Catholics have significant differences in dogma and theology, the two largest ones being their 'rationalism' which has given birth to materialism(as opposed to Orthodox mysticism) and their supremacist, centralized view on the Church. Orthodoxy is by its very nature nationalist, in that it r...",1,
501,2832,9548,1443282848,<p>how do you feel about bozgors and and how do you plan on destroying them?</p>,1,
503,2832,6322,1443284818,<p>I would try to forge a dialect for them as to not identify with the rest of Hungardom and convert them to Orthodoxy. </p>,1,
505,2832,9548,1443300764,<p>and deport them?</p>,1,
506,2832,6322,1443305427,"<p>Nope, integrate them into Romanian society.</p>",1,
507,2832,9548,1443307539,<p>but they cant race mix right?</p>,1,
508,2832,6322,1443376240,<p>They might as well. there is no proper Hungarian nation. There are only Romanians and Slavs that have been forced by a small Altaic elite to adopt their tongue.</p>,1,
509,2847,1558,1443757688,<p>It is very based</p>,1,
510,2847,9655,1443757888,<p>Charles V got rekt at Diet of Worms. Shots fired by the great Martin Luther</p>,1,
512,2848,7816,1443762460,<p>marry me</p>,1,
513,2848,7424,1443762586,<p>DA</p>,1,
514,2848,7816,1443762719,<p>the revolution demands our holy matrimony</p>,1,
515,2850,7424,1443887683,<p>Only if they are free range and organic &gt;:]</p>,1,
519,2850,7424,1444166596,<p>they're full shit i will fix that</p>,1,
572,2883,2220,1447462482,<p>lol. I like it whenever Ram Z Paul says that stuff</p>,1,
517,2848,7643,1443924742,<p>Che did nothing wrong 88 </p>,1,
518,2850,9503,1444021181,<p>did you block me or are your PM's full? </p>,1,
522,2547,104,1444657868,<p>Drink like Viking!</p>,1,
523,2547,2220,1444708842,"<p>I have been dong that too much lately, Bato, lol</p>",1,
524,2848,6113,1444762681,<p>Conflicted Feels about Klaus Barbies hand in Killing Based Che.</p>,1,
525,2816,9698,1445600751,"<p>Shto?! Moya ""shitskin"" kraseevoya. Etha zolotho. Chornoye zolotho.</p>",1,
526,2816,9698,1445600780,<p>*Etho</p>,1,
527,2859,9698,1445697937,<p>My banter has been traumatized by the banterphobic news. You should've added a wee trigger warning there m80. </p>,1,
528,2864,6168,1445852204,<p>same</p>,1,
529,2869,1558,1446583765,<p>no</p>,1,
539,2864,9679,1446697478,<p>Mine.</p>,1,
540,2858,8232,1446698418,"<p>The Adminship will validate your account in short order, but these things aren't always instant.</p>",1,
547,700,9149,1446730772,<p>FUCK OFF</p>,1,
548,700,9149,1446730779,<p>FUCK OF FAGGOT</p>,1,
561,2864,9679,1446770933,<p>You'll have to wait until Monday. That's when new accounts are approved.</p>,1,
756,3066,14564,1506004197,"<p>
	HE'LL YEAH
</p>",1,2a02:587:a026:8700:511d:4440:8b78:c43f
566,2864,9679,1446771613,<p>It's just what they do for the sake of efficiency. Every Monday.</p>,1,
755,3066,13558,1505879662,"<p>
	HE'LL YEAH
</p>",1,2601:280:4d80:c2c5:c9fa:691e:2236:f8bf
568,2864,9679,1446771837,<p>Sure thing.</p>,1,
570,2864,9679,1446788159,"<p>They also require every post to be looked over by mods before they allow it to be posted. Some of our guys tried to fuck with them, so we know their process.</p>",1,
571,2862,9655,1446839574,<p>Wacha need m8?</p>,1,
573,2886,68,1447722041,<p>me</p>,1,
574,2887,9679,1448074253,<p>*anticipation rises*</p>,1,
575,2900,9679,1450495020,"<p>Yeah, mate! Hope you don't mind the appropriation.</p>",1,
576,2883,1558,1450731445,"<div class=""ipsEmbeddedVideo""><div><iframe width=""480"" height=""270"" src=""https://www.youtube.com/embed/5Mfbs_I-fjE?feature=oembed"" frameborder=""0"" allowfullscreen=""true""></iframe></div></div>",1,
579,2894,353,1453086869,<p>gosto mto quer tc</p>,1,
580,2918,9149,1455726384,<p>No soy indio pero aqui estoy carajo!</p>,1,
581,2922,9503,1455937927,<p>didnt even notice haha sorry </p>,1,
582,2922,9503,1455937965,<p>your inbox is full too yo </p>,1,
583,2923,9353,1455971396,<p>Sve piramide u oblake lete.</p>,1,
584,2918,7636,1456176289,<p>I could only imagine </p>,1,
586,2902,9112,1459499597,"<p>
	COOL! Who are you, mysterious stranger? I have a few ideas, but I'm not certain.
</p>",1,66.211.247.238
592,2937,9112,1459746023,"<p>
	Realistically speaking I don't have one. A few friends of mine are disabled vets.<br />
	A few more friends of mine are people who are working and providing a service in some way.<br /><br />
	Does that answer your question sufficiently?
</p>",1,66.211.247.238
590,2902,9112,1459564344,"<p>
	You could've potentially been one of four people. I've narrowed it down to one, unless it happens that you are a complete and total stranger. 
</p>",1,66.211.247.238
588,2902,9112,1459517821,"<p>
	Thanks, I suppose.
</p>",1,147.64.172.79
594,2940,9149,1459822125,"<p>
	Caracas.
</p>",1,201.211.191.173
595,2940,10790,1459828258,"<p>
	Me alegro mucho. .88
</p>",1,107.72.162.99
596,2941,9144,1459859021,"<p>
	Nope. Why does le visitor need to know anyway?
</p>",1,101.173.3.208
597,2945,7424,1459901355,"<p>
	Desde Seattle, es muy liberal con demasiados gays :(((
</p>",1,206.188.37.202
598,2936,9943,1459913213,"<p>
	Godspeed
</p>",1,68.4.251.188
599,2952,7,1463188592,"<p>
	It is cool. fight me irl
</p>",1,82.1.34.207
600,2954,6260,1463757204,"<p>
	Seed of the Gael are pretty cool, are you involved with them?
</p>",1,81.148.245.119
601,2956,9792,1464610717,"<p>
	No
</p>",1,109.155.169.162
602,2963,9626,1465143241,"<p>
	It's a one-off gag to piss a romanian fascist who is my friend. I assume you hate him as well
</p>",1,89.153.157.91
603,2963,9606,1465146983,"
<p>
	He's some subhuman gypsy who sings degenerate gypsy music. I only know who he is because some guys at uni were ironically (or maybe not I'm not sure myself either) meme-ing about him for a while.
</p>

<p>
	Also who's your fascist friend? Is he on IM?
</p>
",1,79.112.139.144
604,2963,9626,1465150600,"<p>
	He isn't on IM he's a true diehard NatSoc and we speak through steam, if you want I can get you his skype or steam
</p>",1,89.153.157.91
605,2963,9606,1465156416,"<p>
	Why isn't he on IM? But yeah, I'd like his Skype.
</p>",1,79.112.139.144
606,2963,9626,1465159021,"<p>
	You may ask him yourself. His skype is: adriantudoroniusmecher
</p>",1,89.153.157.91
607,2962,7986,1465225313,"<p>
	Desert coon? it's Orthodox Coon, you damn grease ball.
</p>",1,24.190.23.149
608,2964,7986,1465226192,"<p>
	Also, where's The Colonial, Asian member here?
</p>",1,24.190.23.149
609,2962,9930,1465520060,"<p>
	Lol, as if I care. Continue your autistic chimp out if you wish, it's amusing.
</p>",1,104.231.126.115
681,2962,7986,1465857413,"
<p>
	Not as amusing as dead swedes
</p>

<p>
	<a href=""https://www.google.com/url?sa=i&amp;rct=j&amp;q=&amp;esrc=s&amp;source=images&amp;cd=&amp;ved=0ahUKEwiFod6Ih6bNAhWBrD4KHb_ZA9MQjRwIBw&amp;url=http%3A%2F%2Fwww.barenakedislam.com%2F2016%2F02%2F04%2Fdestroyed-by-muslim-migration-swedish-police-officer-i-will-not-let-my-children-go-into-the-city-after-2pm%2F&amp;psig=AFQjCNHqtaC0Lew4UFugY77z5XyKb0Xyww&amp;ust=1465943453001864"" rel=""external nofollow""><img alt=""Swedish-Rape-Victim.jpg"" height=""234"" src=""http://www.barenakedislam.com/wp-content/uploads/2016/02/Swedish-Rape-Victim.jpg"" style=""margin-top:0px;"" width=""282"" /></a>
</p>
",1,24.190.23.149
682,2962,7986,1465857448,"<p>
	We going to enjoy killing you a third time.
</p>",1,24.190.23.149
696,2982,9555,1470850767,"
<p>
	HEY BRO 
</p>

<p>
	 
</p>
",1,67.246.151.74
697,3005,8192,1473882077,"
<p>
	That sucks.
</p>

<p>
	Best of luck in England, hopefully you can get involved with <abbr title=""National Action"">NA</abbr>.
</p>

<p>
	Do you know if the reds have any headquarters or meeting places in Northern Ireland? I know of the socialist party's building although I am not sure if it's currently in use.
</p>
",1,86.142.211.236
