content_id,content_type,content_app,content_location,content_path,content_name,content_data,content_content,content_long_version,content_date
			{{endif}}
		</p>
	</div>

	<div class='cPost_contentWrap ipsPad'>

        {{if member.modPermission('mod_see_warn') and $comment->warning}}
            {template=""commentWarned"" group=""global"" app=""core"" params=""$comment""}
        {{endif}}
      
		<div data-role='commentContent' itemprop='text' class='ipsType_normal ipsType_richText ipsContained' data-controller='core.front.core.lightboxedImages'>
			{$comment->content()|raw}

			{{if $comment->editLine()}}
				{$comment->editLine()|raw}
			{{endif}}
		</div>

		{{if !( $comment->hidden() === 1 && ( $comment->canUnhide() || $comment->canDelete() ) )}}
			{{if $comment instanceof \IPS\Content\Reputation and settings.reputation_enabled}}
				{template=""reputation"" group=""global"" app=""core"" params=""$comment, 'ipsResponsive_noFloat'""}
			{{endif}}
		{{endif}}

      	{{if $comment->author()->signature}}
			{template=""signature"" group=""global"" app=""core"" params=""$comment->author()""}
		{{endif}}
      
		<ul class='ipsComment_controls ipsClearfix' data-role=""commentControls"">
			{{if $comment->hidden() === 1 && ( $comment->canUnhide() || $comment->canDelete() )}}
				{{if $comment->canUnhide()}}
					<li><a href='{$comment->url('unhide')->csrf()}' class='ipsButton ipsButton_verySmall ipsButton_positive' data-action='approveComment'><i class='fa fa-check'></i> {lang=""approve""}</a></li>
				{{endif}}
				{{if $comment->canDelete()}}
					<li><a href='{$comment->url('delete')->csrf()}' data-action='deleteComment' data-updateOnDelete=""#commentCount"" class='ipsButton ipsButton_verySmall ipsButton_negative'><i class='fa fa-times'></i> {lang=""delete""}</a></li>
				{{endif}}
				{{if $comment->canEdit() || $comment->canSplit()}}
					<li>
						<a href='#elControls_{$comment->$idField}_menu' id='elControls_{$comment->$idField}' data-ipsMenu data-ipsMenu-appendTo='#comment-{$comment->$idField}_wrap'>{lang=""options""} &nbsp;<i class='fa fa-caret-down'></i></a>
						<ul id='elControls_{$comment->$idField}_menu' class='ipsMenu ipsMenu_narrow ipsHide'>
							{{if $comment->canEdit()}}
								{{if $comment->mapped('first') and $comment->item()->canEdit()}}
									<li class='ipsMenu_item'><a href='{$comment->item()->url()->setQueryString( 'do', 'edit' )}'>{lang=""edit""}</a></li>
								{{else}}
									<li class='ipsMenu_item'><a href='{$comment->url('edit')}' data-action='editComment'>{lang=""edit""}</a></li>
								{{endif}}
							{{endif}}
							{{if $comment->canSplit()}}
								<li class='ipsMenu_item'><a href='{$comment->url('split')}' data-action='splitComment' data-ipsDialog data-ipsDialog-title=""{lang=""split_to_new"" sprintf=""\IPS\Member::loggedIn()->language()->addToStack( $item::$title )""}"">{lang=""split""}</a></li>
							{{endif}}
						</ul>
					</li>
				{{endif}}
			{{else}}
				{{if $comment->hidden() === 0 and $item->canComment() and $editorName}}
					<li data-ipsQuote-editor='{$editorName}' data-ipsQuote-target='#comment-{$comment->$idField}' class='ipsJS_show'>
						<button class='ipsButton ipsButton_light ipsButton_verySmall ipsButton_narrow cMultiQuote ipsHide' data-action='multiQuoteComment' data-ipsTooltip data-ipsQuote-multiQuote data-mqId='mq{$comment->$idField}' title='{lang=""multiquote""}'><i class='fa fa-plus'></i></button>
					</li>
					<li data-ipsQuote-editor='{$editorName}' data-ipsQuote-target='#comment-{$comment->$idField}' class='ipsJS_show'>
						<a href='#' data-action='quoteComment' data-ipsQuote-singleQuote>{lang=""quote""}</a>
					</li>
				{{endif}}
				{{if $comment->canEdit()}}
					{{if $comment->mapped('first') and $comment->item()->canEdit()}}
						<li><a href='{$comment->item()->url()->setQueryString( 'do', 'edit' )}'>{lang=""edit""}</a></li>
					{{else}}
						<li><a href='{$comment->url('edit')}' data-action='editComment'>{lang=""edit""}</a></li>
					{{endif}}
				{{endif}}
				{{if $comment->canDelete() || $comment->canHide() || $comment->canUnhide() || $comment->canSplit()}}
					<li>
						<a href='#elControls_{$comment->$idField}_menu' id='elControls_{$comment->$idField}' data-ipsMenu data-ipsMenu-appendTo='#comment-{$comment->$idField}_wrap'>{lang=""options""} &nbsp;<i class='fa fa-caret-down'></i></a>
						<ul id='elControls_{$comment->$idField}_menu' class='ipsMenu ipsMenu_narrow ipsHide'>
							{{if $comment instanceof \IPS\Content\Hideable}}
								{{if !$comment->hidden() and $comment->canHide()}}
									<li class='ipsMenu_item'><a href='{$comment->url('hide')->csrf()}' data-ipsDialog data-ipsDialog-title=""{lang=""hide""}"">{lang=""hide""}</a></li>
								{{elseif $comment->hidden() and $comment->canUnhide()}}
									<li class='ipsMenu_item'><a href='{$comment->url('unhide')->csrf()}'>{lang=""unhide""}</a></li>
								{{endif}}
							{{endif}}
							{{if $comment->canSplit()}}
								<li class='ipsMenu_item'><a href='{$comment->url('split')}' data-action='splitComment' data-ipsDialog data-ipsDialog-title=""{lang=""split_to_new"" sprintf=""\IPS\Member::loggedIn()->language()->addToStack( $item::$title )""}"">{lang=""split""}</a></li>
							{{endif}}
							{{if $comment->canDelete()}}
								<li class='ipsMenu_item'><a href='{$comment->url('delete')->csrf()}' data-action='deleteComment' data-updateOnDelete=""#commentCount"">{lang=""delete""}</a></li>
							{{endif}}
						</ul>
					</li>
				{{endif}}
			{{endif}}
			<li class='ipsHide' data-role='commentLoading'>
				<span class='ipsLoading ipsLoading_tiny ipsLoading_noAnim'></span>
			</li>
		</ul>
	</div>

	<div class='ipsMenu ipsMenu_wide ipsHide cPostShareMenu' id='elSharePost_{$comment->$idField}_menu'>
		<div class='ipsPad'>
			<h4 class='ipsType_sectionHead'>{lang=""share_this_post""}</h4>
			<hr class='ipsHr'>
			<h5 class='ipsType_normal ipsType_reset'>{lang=""link_to_post""}</h5>
			<input type='text' value='{$comment->item()->url()->setQueryString( array( 'do' => 'findComment', 'comment' => $comment->$idField ) )}' class='ipsField_fullWidth'>
			{{if !$comment->item()->container()->disable_sharelinks and count( $comment->sharelinks() )}}
				<h5 class='ipsType_normal ipsType_reset ipsSpacer_top'>{lang=""share_externally""}</h5>
				{template=""sharelinks"" group=""global"" app=""core"" params=""$comment""}
			{{endif}}
		</div>
	</div>
</div>",10000,1460070026
82,template,forums,front,topics,postContainer,"$item, $comment, $votes=array(), $otherClasses=''","{{$idField = $comment::$databaseColumnId;}}
{{$itemClassSafe = str_replace( '\\', '_', mb_substr( $comment::$itemClass, 4 ) );}}
{{if $comment->isIgnored()}}
	<div class='ipsComment ipsComment_ignored ipsType_light' id='elIgnoreComment_{$comment->$idField}' data-ignoreCommentID='elComment_{$comment->$idField}' data-ignoreUserID='{$comment->author()->member_id}'>
		{lang=""ignoring_content"" sprintf=""$comment->author()->name""} <a href='#elIgnoreComment_{$comment->$idField}_menu' data-ipsMenu data-ipsMenu-menuID='elIgnoreComment_{$comment->$idField}_menu' data-ipsMenu-appendTo='#elIgnoreComment_{$comment->$idField}' data-action=""ignoreOptions"" title='{lang=""see_post_ignore_options""}' class='ipsType_blendLinks'>{lang=""options""} <i class='fa fa-caret-down'></i></a>
		<ul class='ipsMenu ipsHide' id='elIgnoreComment_{$comment->$idField}_menu'>
			<li class='ipsMenu_item ipsJS_show' data-ipsMenuValue='showPost'><a href='#'>{lang=""show_this_post""}</a></li>
			<li class='ipsMenu_sep ipsJS_show'><hr></li>
			<li class='ipsMenu_item' data-ipsMenuValue='stopIgnoring'><a href='{url=""app=core&module=system&controller=ignore&do=remove&id={$comment->author()->member_id}"" seoTemplate=""ignore""}'>{lang=""stop_ignoring_posts_by"" sprintf=""$comment->author()->name""}</a></li>
			<li class='ipsMenu_item'><a href='{url=""app=core&module=members&controller=ignore"" seoTemplate=""ignore""}'>{lang=""change_ignore_preferences""}</a></li>
		</ul>
	</div>
{{endif}}

<a id='comment-{$comment->$idField}'></a>
<article itemscope {{if $item->isQuestion() && !$comment->new_topic}}itemprop=""suggestedAnswer {{if $comment->post_bwoptions['best_answer']}}acceptedAnswer{{endif}}"" itemtype=""http://schema.org/Answer""{{else}}itemtype=""http://schema.org/Comment""{{endif}} id='elComment_{$comment->$idField}' class='cPost ipsBox {{if $otherClasses}}{$otherClasses}{{endif}} ipsComment {{if settings.reputation_highlight and $comment->reputation() >= settings.reputation_highlight}}ipsComment_popular{{endif}} ipsComment_parent ipsClearfix ipsClear ipsColumns ipsColumns_noSpacing ipsColumns_collapsePhone {{if $comment->isIgnored()}}ipsHide{{endif}} {{if $comment->hidden()}}ipsModerated{{endif}}'>
	{{if $item->isQuestion() and !$comment->new_topic}}
		{template=""postRating"" group=""topics"" app=""forums"" params=""$item, $comment, $votes""}
	{{endif}}
	<aside class='ipsComment_author cAuthorPane ipsColumn ipsColumn_medium'>
		<h3 class='ipsType_sectionHead cAuthorPane_author ipsType_blendLinks ipsType_break' itemprop=""creator"" itemscope itemtype=""http://schema.org/Person""><strong itemprop=""name"">{$comment->author()->link( $comment->warningRef() )|raw}</strong> <span class='ipsResponsive_showPhone ipsResponsive_inline'>&nbsp;&nbsp;{template=""reputationBadge"" group=""global"" app=""core"" params=""$comment->author()""}</span></h3>
		<ul class='cAuthorPane_info ipsList_reset'>
          
			{{if $comment->author()->member_title && $comment->author()->member_id}}
				<li class='ipsResponsive_hidePhone ipsType_break'>{$comment->author()->member_title}</li>
			{{elseif $comment->author()->rank['title'] && $comment->author()->member_id}}
				<li class='ipsResponsive_hidePhone ipsType_break'>{$comment->author()->rank['title']}</li>
			{{endif}}
			{{if $comment->author()->rank['image'] && $comment->author()->member_id}}
				<li class='ipsResponsive_hidePhone'>{$comment->author()->rank['image']|raw}</li>
			{{endif}}
          
          	<li class='cAuthorPane_photo'>
				{template=""userPhoto"" app=""core"" group=""global"" params=""$comment->author(), 'large', $comment->warningRef()""}
			</li>

			<li>{expression=""\IPS\Member\Group::load( $comment->author()->member_group_id )->formattedName"" raw=""true""}</li>
			{{if \IPS\Member\Group::load( $comment->author()->member_group_id )->g_icon }}
				<li class='ipsResponsive_hidePhone'><img src='{file=""$comment->author()->group['g_icon']"" extension=""core_Theme""}' alt='' class='cAuthorGroupIcon'></li>
			{{endif}}
			{{if $comment->author()->member_id}}
				<li class='ipsResponsive_hidePhone'>{template=""reputationBadge"" group=""global"" app=""core"" params=""$comment->author()""}</li>
				<li class='ipsType_light'>{lang=""member_post_count"" pluralize=""$comment->author()->member_posts""}</li>
				{{if $comment->author()->reputationImage()}}
					<li class='ipsPad_half ipsResponsive_hidePhone'>
						<img src='{file=""$comment->author()->reputationImage()"" extension=""core_Theme""}' title='{{if $comment->author()->reputation()}}{$comment->author()->reputation()}{{endif}}' alt=''>
					</li>
				{{endif}}
				{template=""customFieldsDisplay"" group=""global"" app=""core"" params=""$comment->author()""}
			{{endif}}
		</ul>
	</aside>
	<div class='ipsColumn ipsColumn_fluid'>
		{template=""post"" group=""topics"" app=""forums"" params=""$item, $comment, $item::$formLangPrefix . 'comment', $item::$application, $item::$module, $itemClassSafe""}
	</div>
</article>",10000,1460070026
